client_id,districtname,region,avg_salary,unemployment_rate,criminilaty,enterpreneurs,loan_status,card_type,loan_amount
11545,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
2626,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
1211,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,junior,566640
112,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
83,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,junior,566640
77,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
13134,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
4166,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
2267,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
3544,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
3134,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,gold,566640
487,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
4171,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,junior,566640
3151,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
2038,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,junior,566640
11319,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
1440,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,junior,566640
2343,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
1359,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
3615,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
4473,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
2015,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
1040,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
3268,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
1089,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,gold,566640
1066,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
4543,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
4417,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
4380,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
716,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
4340,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
3448,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,gold,566640
3893,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
2768,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
2428,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
473,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
2998,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
5563,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
1056,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
6039,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
10282,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,junior,566640
7959,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,junior,566640
3319,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,junior,566640
3136,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,gold,566640
742,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
4863,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
4349,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
1030,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
2971,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
4333,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
2122,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,gold,566640
2609,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
537,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
3699,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
441,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
3186,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
1244,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
954,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
1067,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,gold,566640
6178,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
3568,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
3197,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
2888,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,junior,566640
3733,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
6299,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
2502,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
876,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
826,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,junior,566640
688,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
1500,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,junior,566640
4316,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
4553,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,gold,566640
4627,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
3567,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
1473,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
3782,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,junior,566640
1876,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,gold,566640
5263,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
365,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
4231,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
2572,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
4862,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,gold,566640
1179,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,gold,566640
339,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
3230,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,junior,566640
483,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
2496,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
859,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
4507,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
6644,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
2493,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
3297,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
861,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
3984,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
10095,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,junior,566640
605,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
1483,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
4684,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
1027,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
3233,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,junior,566640
12802,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
2592,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,junior,566640
1525,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
5013,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,junior,566640
1213,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
1583,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
8030,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
12328,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
3753,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,gold,566640
996,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,junior,566640
707,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
4457,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
13694,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C,classic,566640
3425,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,classic,541200
3885,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,classic,541200
2529,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,classic,541200
3245,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,classic,541200
2560,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,classic,541200
4568,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,junior,541200
434,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,classic,541200
3183,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,junior,541200
272,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,classic,541200
3667,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,gold,541200
11331,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,gold,541200
11596,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,classic,541200
457,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,classic,541200
2429,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,classic,541200
236,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,classic,541200
6468,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,classic,541200
4376,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,classic,541200
496,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,classic,541200
1039,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,junior,541200
2501,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,classic,541200
192,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,classic,541200
13690,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,classic,541200
4437,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,classic,541200
1246,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,gold,541200
3253,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,gold,541200
5128,Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D,gold,541200
5873,Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,C,junior,538500
3184,Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,C,classic,538500
1791,Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,C,classic,538500
3896,Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,C,classic,538500
2430,Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,C,classic,538500
7567,Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,C,classic,538500
3378,Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,C,gold,538500
1388,Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,C,gold,538500
2214,Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,C,classic,538500
5249,Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,C,classic,538500
1512,Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,C,classic,538500
6567,Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,C,junior,538500
662,Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,C,classic,538500
4974,Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,C,classic,538500
3124,Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,C,classic,538500
4201,Beroun,"central Bohemia",8980,2.0800000429153442,2818.5000,111,C,junior,504000
1971,Beroun,"central Bohemia",8980,2.0800000429153442,2818.5000,111,C,classic,504000
2542,Beroun,"central Bohemia",8980,2.0800000429153442,2818.5000,111,C,classic,504000
3890,Beroun,"central Bohemia",8980,2.0800000429153442,2818.5000,111,C,classic,504000
4018,Beroun,"central Bohemia",8980,2.0800000429153442,2818.5000,111,C,junior,504000
402,Beroun,"central Bohemia",8980,2.0800000429153442,2818.5000,111,C,classic,504000
7127,Beroun,"central Bohemia",8980,2.0800000429153442,2818.5000,111,C,gold,504000
1480,Jesenik,"north Moravia",8173,3.505000114440918,679.0000,124,C,classic,495180
3128,Jesenik,"north Moravia",8173,3.505000114440918,679.0000,124,C,gold,495180
8217,Jesenik,"north Moravia",8173,3.505000114440918,679.0000,124,C,junior,495180
12643,Jesenik,"north Moravia",8173,3.505000114440918,679.0000,124,C,classic,495180
1954,Jesenik,"north Moravia",8173,3.505000114440918,679.0000,124,C,classic,495180
1777,Jesenik,"north Moravia",8173,3.505000114440918,679.0000,124,C,gold,495180
1913,Jesenik,"north Moravia",8173,3.505000114440918,679.0000,124,C,classic,495180
8506,Jesenik,"north Moravia",8173,3.505000114440918,679.0000,124,C,junior,495180
5253,Jesenik,"north Moravia",8173,3.505000114440918,679.0000,124,C,gold,495180
2569,Jesenik,"north Moravia",8173,3.505000114440918,679.0000,124,C,classic,495180
2971,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
4333,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
2122,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,gold,482940
2609,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
537,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
3699,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
441,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
3186,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
1244,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
954,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
1067,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,gold,482940
6178,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
3568,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
3197,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
2888,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,junior,482940
3733,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
6299,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
2502,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
876,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
826,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,junior,482940
688,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
1500,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,junior,482940
4316,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
4553,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,gold,482940
4627,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
3567,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
1473,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
112,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
83,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,junior,482940
77,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
13134,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
4166,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
2267,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
3544,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
3134,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,gold,482940
487,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
4171,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,junior,482940
3151,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
2038,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,junior,482940
11319,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
1440,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,junior,482940
2343,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
1359,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
3615,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
4473,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
2015,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
1040,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
3268,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
1089,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,gold,482940
1066,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
4543,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
4417,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
4380,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
716,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
4340,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
3448,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,gold,482940
3893,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
2768,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
2428,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
473,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
2998,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
5563,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
1056,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
6039,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
10282,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,junior,482940
7959,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,junior,482940
3319,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,junior,482940
3136,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,gold,482940
742,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
4863,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
4349,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
1030,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
605,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
1483,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
4684,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
1027,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
3233,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,junior,482940
12802,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
2592,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,junior,482940
1525,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
5013,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,junior,482940
1213,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
1583,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
8030,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
12328,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
3753,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,gold,482940
996,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,junior,482940
707,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
4457,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
13694,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
1211,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,junior,482940
3782,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,junior,482940
1876,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,gold,482940
5263,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
365,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
4231,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
2572,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
4862,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,gold,482940
1179,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,gold,482940
339,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
3230,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,junior,482940
483,"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,D,classic,482940
